frame,x,y,z,speed,steer,acc,brake,collision,offtrack,reward
2570,256.99999999998994,-6.3443000000000005,0.0,10,818,1,0,0,0,0.1
2571,257.09999999998996,-6.2625,0.0,10,-1999,1,0,0,0,0.1
2572,257.19999999999,-6.462400000000001,0.0,10,-1912,1,0,0,0,0.1
2573,257.29999999999,-6.653600000000001,0.0,10,-472,1,0,0,0,0.1
2574,257.39999999999003,-6.700800000000001,0.0,10,-818,1,0,0,0,0.1
2575,257.49999999999005,-6.782600000000001,0.0,10,1775,1,0,0,0,0.1
2576,257.5999999999901,-6.605100000000001,0.0,10,-1565,1,0,0,0,0.1
2577,257.6999999999901,-6.761600000000001,0.0,10,-1731,1,0,0,0,0.1
2578,257.7999999999901,-6.934700000000001,0.0,10,1780,1,0,0,0,0.1
2579,257.89999999999014,-6.756700000000001,0.0,10,445,1,0,0,0,0.1
2580,257.99999999999017,-6.712200000000001,0.0,10,404,1,0,0,0,0.1
2581,258.0999999999902,-6.671800000000001,0.0,10,-2578,1,0,0,0,0.1
2582,258.1999999999902,-6.929600000000001,0.0,10,1771,1,0,0,0,0.1
2583,258.29999999999023,-6.7525,0.0,10,-2711,1,0,0,0,0.1
2584,258.39999999999026,-7.0236,0.0,10,-863,1,0,0,0,0.1
2585,258.4999999999903,-7.1099,0.0,10,-1292,1,0,0,0,0.1
2586,258.5999999999903,-7.2391,0.0,10,1212,1,0,0,0,0.1
2587,258.6999999999903,-7.1179,0.0,10,-100,1,0,0,0,0.1
2588,258.79999999999035,-7.1278999999999995,0.0,10,1082,1,0,0,0,0.1
2589,258.89999999999037,-7.019699999999999,0.0,10,-2116,1,0,0,0,0.1
2590,258.9999999999904,-7.231299999999999,0.0,10,-2378,1,0,0,0,0.1
2591,259.0999999999904,-7.469099999999999,0.0,10,-2516,1,0,0,0,0.1
2592,259.19999999999044,-7.720699999999999,0.0,10,-681,1,0,0,0,0.1
2593,259.29999999999046,-7.788799999999999,0.0,10,-2314,1,0,0,0,0.1
2594,259.3999999999905,-8.020199999999999,0.0,10,12,1,0,0,0,0.1
2595,259.4999999999905,-8.018999999999998,0.0,10,-1434,1,0,0,0,0.1
2596,259.59999999999053,-8.162399999999998,0.0,10,1361,1,0,0,0,0.1
2597,259.69999999999055,-8.026299999999997,0.0,10,1341,1,0,0,0,0.1
2598,259.7999999999906,-7.892199999999997,0.0,10,-1580,1,0,0,0,0.1
2599,259.8999999999906,-8.050199999999997,0.0,10,74,1,0,0,0,0.1
2600,259.9999999999906,-8.042799999999996,0.0,10,2386,1,0,0,0,0.1
2601,260.09999999999064,-7.804199999999996,0.0,10,1221,1,0,0,0,0.1
2602,260.19999999999067,-7.682099999999997,0.0,10,1894,1,0,0,0,0.1
2603,260.2999999999907,-7.492699999999997,0.0,10,1530,1,0,0,0,0.1
2604,260.3999999999907,-7.339699999999997,0.0,10,-1017,1,0,0,0,0.1
2605,260.49999999999073,-7.441399999999997,0.0,10,2747,1,0,0,0,0.1
2606,260.59999999999076,-7.166699999999997,0.0,10,518,1,0,0,0,0.1
2607,260.6999999999908,-7.114899999999997,0.0,10,-1464,1,0,0,0,0.1
2608,260.7999999999908,-7.261299999999997,0.0,10,1749,1,0,0,0,0.1
2609,260.8999999999908,-7.086399999999997,0.0,10,918,1,0,0,0,0.1
2610,260.99999999999085,-6.994599999999997,0.0,10,199,1,0,0,0,0.1
2611,261.09999999999087,-6.974699999999997,0.0,10,114,1,0,0,0,0.1
2612,261.1999999999909,-6.963299999999997,0.0,10,1903,1,0,0,0,0.1
2613,261.2999999999909,-6.772999999999997,0.0,10,531,1,0,0,0,0.1
2614,261.39999999999094,-6.719899999999997,0.0,10,1393,1,0,0,0,0.1
2615,261.49999999999096,-6.580599999999997,0.0,10,1716,1,0,0,0,0.1
2616,261.599999999991,-6.408999999999997,0.0,10,-2127,1,0,0,0,0.1
2617,261.699999999991,-6.621699999999997,0.0,10,-2410,1,0,0,0,0.1
2618,261.79999999999103,-6.862699999999997,0.0,10,2348,1,0,0,0,0.1
2619,261.89999999999105,-6.627899999999997,0.0,10,2034,1,0,0,0,0.1
2620,261.9999999999911,-6.4244999999999965,0.0,10,2062,1,0,0,0,0.1
2621,262.0999999999911,-6.218299999999997,0.0,10,-133,1,0,0,0,0.1
2622,262.1999999999911,-6.231599999999997,0.0,10,-2610,1,0,0,0,0.1
2623,262.29999999999114,-6.492599999999997,0.0,10,2353,1,0,0,0,0.1
2624,262.39999999999117,-6.257299999999997,0.0,10,1672,1,0,0,0,0.1
2625,262.4999999999912,-6.090099999999997,0.0,10,-64,1,0,0,0,0.1
2626,262.5999999999912,-6.096499999999997,0.0,10,2751,1,0,0,0,0.1
2627,262.69999999999123,-5.821399999999997,0.0,10,660,1,0,0,0,0.1
2628,262.79999999999126,-5.755399999999997,0.0,10,2105,1,0,0,0,0.1
2629,262.8999999999913,-5.5448999999999975,0.0,10,-1873,1,0,0,0,0.1
2630,262.9999999999913,-5.732199999999997,0.0,10,2994,1,0,0,0,0.1
2631,263.0999999999913,-5.432799999999997,0.0,10,1408,1,0,0,0,0.1
2632,263.19999999999135,-5.291999999999997,0.0,10,787,1,0,0,0,0.1
2633,263.29999999999137,-5.213299999999997,0.0,10,464,1,0,0,0,0.1
2634,263.3999999999914,-5.1668999999999965,0.0,10,1269,1,1,0,0,0.1
2635,263.4999999999914,-5.0399999999999965,0.0,10,774,1,0,0,0,0.1
2636,263.59999999999144,-4.962599999999997,0.0,10,2554,1,0,0,0,0.1
2637,263.69999999999146,-4.707199999999997,0.0,10,-938,1,0,0,0,0.1
2638,263.7999999999915,-4.800999999999997,0.0,10,-477,1,0,0,0,0.1
2639,263.8999999999915,-4.8486999999999965,0.0,10,-1345,1,1,0,0,0.1
2640,263.99999999999153,-4.9831999999999965,0.0,10,-1348,1,0,0,0,0.1
2641,264.09999999999155,-5.117999999999997,0.0,10,1903,1,0,0,0,0.1
2642,264.1999999999916,-4.927699999999997,0.0,10,643,1,0,0,0,0.1
2643,264.2999999999916,-4.863399999999997,0.0,10,2564,1,0,0,0,0.1
2644,264.3999999999916,-4.606999999999997,0.0,10,-27,1,0,0,0,0.1
2645,264.49999999999164,-4.609699999999997,0.0,10,1675,1,0,0,0,0.1
2646,264.59999999999167,-4.442199999999996,0.0,10,-784,1,0,0,0,0.1
2647,264.6999999999917,-4.520599999999996,0.0,10,-126,1,0,0,0,0.1
2648,264.7999999999917,-4.533199999999996,0.0,10,1473,1,0,0,0,0.1
2649,264.89999999999173,-4.385899999999996,0.0,10,-1677,1,0,0,0,0.1
2650,264.99999999999176,-4.553599999999996,0.0,10,-540,1,0,0,0,0.1
2651,265.0999999999918,-4.607599999999996,0.0,10,902,1,0,0,0,0.1
2652,265.1999999999918,-4.517399999999996,0.0,10,-1738,1,0,0,0,0.1
2653,265.2999999999918,-4.691199999999996,0.0,10,2361,1,0,0,0,0.1
2654,265.39999999999185,-4.455099999999995,0.0,10,-2771,1,0,0,0,0.1
2655,265.49999999999187,-4.732199999999995,0.0,10,-2117,1,0,0,0,0.1
2656,265.5999999999919,-4.943899999999996,0.0,10,857,1,0,0,0,0.1
2657,265.6999999999919,-4.858199999999996,0.0,10,2975,1,0,0,0,0.1
2658,265.79999999999194,-4.560699999999995,0.0,10,2254,1,0,1,0,-9.9
2659,265.89999999999196,-4.335299999999996,0.0,5.0,-1588,1,0,0,0,0.05
2660,265.999999999992,-4.494099999999996,0.0,10,-2991,1,0,0,0,0.1
2661,266.099999999992,-4.793199999999996,0.0,10,546,1,0,0,0,0.1
2662,266.19999999999203,-4.738599999999996,0.0,10,1271,1,1,0,0,0.1
2663,266.29999999999205,-4.611499999999996,0.0,10,-1005,1,0,0,0,0.1
2664,266.3999999999921,-4.711999999999996,0.0,10,346,1,0,0,0,0.1
2665,266.4999999999921,-4.677399999999996,0.0,10,437,1,0,0,0,0.1
2666,266.5999999999921,-4.633699999999996,0.0,10,-2434,1,0,0,0,0.1
2667,266.69999999999214,-4.877099999999996,0.0,10,-2019,1,0,0,0,0.1
2668,266.79999999999217,-5.078999999999996,0.0,10,414,1,0,0,0,0.1
2669,266.8999999999922,-5.037599999999996,0.0,10,1201,1,0,0,0,0.1
2670,266.9999999999922,-4.917499999999996,0.0,10,1450,1,0,0,0,0.1
2671,267.09999999999224,-4.772499999999996,0.0,10,-987,1,0,0,0,0.1
2672,267.19999999999226,-4.871199999999996,0.0,10,2215,1,0,0,0,0.1
2673,267.2999999999923,-4.649699999999997,0.0,10,2124,1,0,0,0,0.1
2674,267.3999999999923,-4.437299999999997,0.0,10,999,1,0,0,0,0.1
2675,267.4999999999923,-4.337399999999997,0.0,10,2853,1,0,0,0,0.1
2676,267.59999999999235,-4.052099999999997,0.0,10,2789,1,0,0,1,-19.9
2677,267.6999999999924,-3.7731999999999966,0.0,10,692,1,0,0,0,0.1
2678,267.7999999999924,-3.7039999999999966,0.0,10,-2192,1,0,0,0,0.1
2679,267.8999999999924,-3.9231999999999965,0.0,10,-2265,1,0,0,0,0.1
2680,267.99999999999244,-4.149699999999997,0.0,10,-145,1,0,0,0,0.1
2681,268.09999999999246,-4.164199999999997,0.0,10,1809,1,0,0,0,0.1
2682,268.1999999999925,-3.9832999999999967,0.0,10,-1056,1,0,0,0,0.1
2683,268.2999999999925,-4.088899999999997,0.0,10,977,1,0,0,0,0.1
2684,268.39999999999253,-3.991199999999997,0.0,10,-1251,1,0,0,0,0.1
2685,268.49999999999255,-4.116299999999997,0.0,10,-2601,1,0,0,0,0.1
2686,268.5999999999926,-4.376399999999997,0.0,10,610,1,0,0,0,0.1
2687,268.6999999999926,-4.315399999999997,0.0,10,273,1,0,0,0,0.1
2688,268.7999999999926,-4.2880999999999965,0.0,10,-710,1,0,0,0,0.1
2689,268.89999999999264,-4.359099999999996,0.0,10,990,1,0,0,0,0.1
2690,268.99999999999267,-4.260099999999996,0.0,10,416,1,0,0,0,0.1
2691,269.0999999999927,-4.218499999999996,0.0,10,-1977,1,0,0,0,0.1
2692,269.1999999999927,-4.416199999999996,0.0,10,-2257,1,0,0,0,0.1
2693,269.29999999999274,-4.641899999999996,0.0,10,-1858,1,0,0,0,0.1
2694,269.39999999999276,-4.8276999999999965,0.0,10,2132,1,0,0,0,0.1
2695,269.4999999999928,-4.614499999999997,0.0,10,990,1,0,0,0,0.1
2696,269.5999999999928,-4.515499999999997,0.0,10,1766,1,0,0,0,0.1
2697,269.6999999999928,-4.338899999999997,0.0,10,-2026,1,0,0,0,0.1
2698,269.79999999999285,-4.541499999999997,0.0,10,990,1,1,0,0,0.1
2699,269.8999999999929,-4.442499999999997,0.0,10,-622,1,0,0,0,0.1
2700,269.9999999999929,-4.504699999999997,0.0,10,-2553,1,0,0,0,0.1
2701,270.0999999999929,-4.759999999999997,0.0,10,-2716,1,0,0,0,0.1
2702,270.19999999999294,-5.031599999999997,0.0,10,1448,1,0,0,0,0.1
2703,270.29999999999296,-4.886799999999997,0.0,10,2835,1,0,0,0,0.1
2704,270.399999999993,-4.603299999999997,0.0,10,-944,1,0,0,0,0.1
2705,270.499999999993,-4.6976999999999975,0.0,10,-2172,1,0,0,0,0.1
2706,270.59999999999303,-4.914899999999998,0.0,10,2267,1,0,0,0,0.1
2707,270.69999999999305,-4.6881999999999975,0.0,10,-1326,1,0,0,0,0.1
2708,270.7999999999931,-4.8207999999999975,0.0,10,-228,1,0,0,0,0.1
2709,270.8999999999931,-4.843599999999998,0.0,10,1987,1,0,0,0,0.1
2710,270.9999999999931,-4.644899999999998,0.0,10,2634,1,0,0,0,0.1
2711,271.09999999999314,-4.381499999999998,0.0,10,-1284,1,0,0,0,0.1
2712,271.19999999999317,-4.509899999999998,0.0,10,1688,1,0,0,0,0.1
2713,271.2999999999932,-4.341099999999998,0.0,10,2807,1,0,0,0,0.1
2714,271.3999999999932,-4.060399999999998,0.0,10,-1005,1,0,0,0,0.1
2715,271.49999999999324,-4.160899999999998,0.0,10,2341,1,0,0,0,0.1
2716,271.59999999999326,-3.926799999999998,0.0,10,2849,1,0,0,0,0.1
2717,271.6999999999933,-3.641899999999998,0.0,10,-592,1,1,0,0,0.1
2718,271.7999999999933,-3.701099999999998,0.0,10,-2949,1,0,0,0,0.1
2719,271.8999999999933,-3.995999999999998,0.0,10,744,1,0,0,0,0.1
2720,271.99999999999335,-3.9215999999999984,0.0,10,-2861,1,1,0,0,0.1
2721,272.0999999999934,-4.207699999999998,0.0,10,1316,1,0,0,0,0.1
2722,272.1999999999934,-4.0760999999999985,0.0,10,1668,1,0,0,0,0.1
2723,272.2999999999934,-3.9092999999999987,0.0,10,762,1,0,0,0,0.1
2724,272.39999999999344,-3.8330999999999986,0.0,10,474,1,0,0,0,0.1
2725,272.49999999999346,-3.7856999999999985,0.0,10,1546,1,0,0,0,0.1
2726,272.5999999999935,-3.6310999999999987,0.0,10,2305,1,0,0,0,0.1
2727,272.6999999999935,-3.4005999999999985,0.0,10,-2820,1,0,0,0,0.1
2728,272.79999999999353,-3.6825999999999985,0.0,10,1278,1,0,0,0,0.1
2729,272.89999999999355,-3.5547999999999984,0.0,10,-634,1,0,0,0,0.1
2730,272.9999999999936,-3.6181999999999985,0.0,10,-662,1,0,0,0,0.1
2731,273.0999999999936,-3.6843999999999983,0.0,10,-2314,1,0,0,0,0.1
2732,273.1999999999936,-3.915799999999998,0.0,10,1449,1,0,0,0,0.1
2733,273.29999999999364,-3.7708999999999984,0.0,10,-2777,1,0,0,0,0.1
2734,273.39999999999367,-4.048599999999999,0.0,10,-1795,1,0,0,0,0.1
2735,273.4999999999937,-4.228099999999999,0.0,10,-329,1,0,0,0,0.1
2736,273.5999999999937,-4.260999999999998,0.0,10,1760,1,0,0,0,0.1
2737,273.69999999999374,-4.084999999999998,0.0,10,1901,1,0,0,0,0.1
2738,273.79999999999376,-3.894899999999998,0.0,10,-2135,1,0,0,0,0.1
2739,273.8999999999938,-4.108399999999998,0.0,10,1476,1,1,0,0,0.1
2740,273.9999999999938,-3.9607999999999977,0.0,10,-2273,1,0,0,0,0.1
2741,274.0999999999938,-4.188099999999998,0.0,10,2818,1,0,0,0,0.1
2742,274.19999999999385,-3.9062999999999977,0.0,10,680,1,0,0,0,0.1
2743,274.2999999999939,-3.8382999999999976,0.0,10,1038,1,0,0,0,0.1
2744,274.3999999999939,-3.7344999999999975,0.0,10,-943,1,0,0,0,0.1
2745,274.4999999999939,-3.8287999999999975,0.0,10,-1642,1,0,0,0,0.1
2746,274.59999999999394,-3.9929999999999977,0.0,10,171,1,0,0,0,0.1
2747,274.69999999999396,-3.9758999999999975,0.0,10,-1234,1,0,0,0,0.1
2748,274.799999999994,-4.099299999999998,0.0,10,-2884,1,0,0,0,0.1
2749,274.899999999994,-4.387699999999998,0.0,10,-180,1,0,0,0,0.1
2750,274.99999999999403,-4.405699999999998,0.0,10,-2181,1,0,0,0,0.1
2751,275.09999999999405,-4.6237999999999975,0.0,10,-2607,1,0,0,0,0.1
2752,275.1999999999941,-4.884499999999997,0.0,10,447,1,0,0,0,0.1
2753,275.2999999999941,-4.839799999999998,0.0,10,2090,1,0,0,0,0.1
2754,275.3999999999941,-4.630799999999998,0.0,10,-222,1,0,0,0,0.1
2755,275.49999999999415,-4.652999999999998,0.0,10,1246,1,0,0,0,0.1
2756,275.59999999999417,-4.528399999999998,0.0,10,981,1,0,0,0,0.1
2757,275.6999999999942,-4.430299999999998,0.0,10,132,1,0,0,0,0.1
2758,275.7999999999942,-4.417099999999998,0.0,10,1550,1,0,0,0,0.1
2759,275.89999999999424,-4.262099999999998,0.0,10,828,1,0,0,0,0.1
2760,275.99999999999426,-4.179299999999998,0.0,10,478,1,1,0,0,0.1
2761,276.0999999999943,-4.131499999999998,0.0,10,-2142,1,1,0,0,0.1
2762,276.1999999999943,-4.345699999999998,0.0,10,2106,1,0,0,0,0.1
2763,276.2999999999943,-4.135099999999998,0.0,10,750,1,0,0,0,0.1
2764,276.39999999999435,-4.060099999999998,0.0,10,-1759,1,0,0,0,0.1
2765,276.4999999999944,-4.235999999999998,0.0,10,-457,1,0,0,0,0.1
2766,276.5999999999944,-4.281699999999998,0.0,10,2551,1,0,0,0,0.1
2767,276.6999999999944,-4.026599999999998,0.0,10,1333,1,0,1,0,-9.9
2768,276.79999999999444,-3.893299999999998,0.0,5.0,-751,1,0,0,0,0.05
2769,276.89999999999446,-3.968399999999998,0.0,10,-1689,1,0,0,0,0.1
2770,276.9999999999945,-4.137299999999998,0.0,10,2267,1,0,0,0,0.1
2771,277.0999999999945,-3.910599999999998,0.0,10,2217,1,0,0,0,0.1
2772,277.19999999999453,-3.6888999999999976,0.0,10,2945,1,0,0,0,0.1
2773,277.29999999999455,-3.3943999999999974,0.0,10,1079,1,0,0,0,0.1
2774,277.3999999999946,-3.2864999999999975,0.0,10,-297,1,0,0,0,0.1
2775,277.4999999999946,-3.3161999999999976,0.0,10,2420,1,0,0,0,0.1
2776,277.5999999999946,-3.0741999999999976,0.0,10,-1418,1,0,0,0,0.1
2777,277.69999999999465,-3.2159999999999975,0.0,10,-2024,1,0,0,0,0.1
2778,277.79999999999467,-3.4183999999999974,0.0,10,-1428,1,0,0,0,0.1
2779,277.8999999999947,-3.5611999999999973,0.0,10,2551,1,0,0,0,0.1
2780,277.9999999999947,-3.306099999999997,0.0,10,-294,1,0,0,0,0.1
2781,278.09999999999474,-3.335499999999997,0.0,10,-1466,1,1,0,0,0.1
2782,278.19999999999476,-3.482099999999997,0.0,10,823,1,0,0,0,0.1
2783,278.2999999999948,-3.399799999999997,0.0,10,-275,1,0,0,0,0.1
2784,278.3999999999948,-3.4272999999999967,0.0,10,-2568,1,0,0,0,0.1
2785,278.4999999999948,-3.684099999999997,0.0,10,-2244,1,0,0,0,0.1
2786,278.59999999999485,-3.908499999999997,0.0,10,1879,1,0,0,0,0.1
2787,278.6999999999949,-3.720599999999997,0.0,10,-853,1,0,0,0,0.1
2788,278.7999999999949,-3.805899999999997,0.0,10,-2451,1,0,0,0,0.1
2789,278.8999999999949,-4.0509999999999975,0.0,10,-2003,1,0,0,0,0.1
2790,278.99999999999494,-4.251299999999998,0.0,10,1440,1,0,0,0,0.1
2791,279.09999999999496,-4.107299999999998,0.0,10,-2702,1,0,1,0,-9.9
2792,279.199999999995,-4.377499999999998,0.0,5.0,-2503,1,0,0,0,0.05
2793,279.299999999995,-4.627799999999998,0.0,10,1471,1,0,0,0,0.1
2794,279.39999999999503,-4.480699999999998,0.0,10,-1662,1,0,0,0,0.1
2795,279.49999999999505,-4.646899999999998,0.0,10,2786,1,0,0,0,0.1
2796,279.5999999999951,-4.368299999999998,0.0,10,-837,1,1,0,0,0.1
2797,279.6999999999951,-4.451999999999998,0.0,10,-718,1,0,0,0,0.1
2798,279.7999999999951,-4.523799999999998,0.0,10,-1266,1,0,0,0,0.1
2799,279.89999999999515,-4.650399999999998,0.0,10,-247,1,0,0,0,0.1
2800,279.99999999999517,-4.675099999999998,0.0,10,2967,1,0,0,0,0.1
2801,280.0999999999952,-4.378399999999997,0.0,10,873,1,0,0,0,0.1
2802,280.1999999999952,-4.2910999999999975,0.0,10,-372,1,0,0,0,0.1
2803,280.29999999999524,-4.328299999999998,0.0,10,-2253,1,0,0,0,0.1
2804,280.39999999999526,-4.553599999999998,0.0,10,-2961,1,0,0,0,0.1
2805,280.4999999999953,-4.849699999999998,0.0,10,-893,1,0,0,0,0.1
2806,280.5999999999953,-4.938999999999997,0.0,10,203,1,0,0,0,0.1
2807,280.6999999999953,-4.918699999999998,0.0,10,-556,1,0,0,0,0.1
2808,280.79999999999535,-4.974299999999998,0.0,10,-2448,1,0,0,0,0.1
2809,280.8999999999954,-5.219099999999997,0.0,10,-2129,1,1,0,0,0.1
2810,280.9999999999954,-5.431999999999998,0.0,10,-1891,1,0,0,0,0.1
2811,281.0999999999954,-5.6210999999999975,0.0,10,-255,1,0,0,0,0.1
2812,281.19999999999544,-5.646599999999998,0.0,10,2477,1,0,0,0,0.1
2813,281.29999999999546,-5.398899999999998,0.0,10,-151,1,0,0,0,0.1
2814,281.3999999999955,-5.413999999999998,0.0,10,-2403,1,0,0,0,0.1
2815,281.4999999999955,-5.654299999999998,0.0,10,-1383,1,0,1,0,-9.9
2816,281.59999999999553,-5.792599999999998,0.0,5.0,-2287,1,0,0,0,0.05
2817,281.69999999999555,-6.021299999999998,0.0,10,1618,1,0,0,0,0.1
2818,281.7999999999956,-5.859499999999998,0.0,10,-304,1,0,0,0,0.1
2819,281.8999999999956,-5.889899999999998,0.0,10,-816,1,0,0,0,0.1
2820,281.9999999999956,-5.971499999999998,0.0,10,13,1,0,0,0,0.1
2821,282.09999999999565,-5.970199999999998,0.0,10,2983,1,0,0,0,0.1
2822,282.19999999999567,-5.671899999999998,0.0,10,-994,1,0,0,0,0.1
2823,282.2999999999957,-5.771299999999998,0.0,10,-1084,1,0,0,0,0.1
2824,282.3999999999957,-5.879699999999998,0.0,10,-1634,1,0,0,0,0.1
2825,282.49999999999574,-6.043099999999998,0.0,10,1474,1,0,0,0,0.1
2826,282.59999999999576,-5.895699999999998,0.0,10,-947,1,0,0,0,0.1
2827,282.6999999999958,-5.9903999999999975,0.0,10,2538,1,0,0,0,0.1
2828,282.7999999999958,-5.7365999999999975,0.0,10,529,1,0,0,0,0.1
2829,282.8999999999958,-5.683699999999997,0.0,10,-1298,1,0,0,0,0.1
2830,282.99999999999585,-5.813499999999998,0.0,10,77,1,0,0,0,0.1
2831,283.0999999999959,-5.805799999999998,0.0,10,1844,1,0,0,0,0.1
2832,283.1999999999959,-5.621399999999998,0.0,10,181,1,0,0,0,0.1
2833,283.2999999999959,-5.603299999999998,0.0,10,-648,1,0,0,0,0.1
2834,283.39999999999594,-5.668099999999998,0.0,10,1585,1,0,0,0,0.1
2835,283.49999999999596,-5.509599999999998,0.0,10,-402,1,0,0,0,0.1
2836,283.599999999996,-5.549799999999998,0.0,10,415,1,0,0,0,0.1
2837,283.699999999996,-5.5082999999999975,0.0,10,-213,1,0,0,0,0.1
2838,283.79999999999603,-5.529599999999998,0.0,10,2512,1,0,0,0,0.1
2839,283.89999999999606,-5.278399999999998,0.0,10,869,1,0,0,0,0.1
2840,283.9999999999961,-5.191499999999998,0.0,10,1294,1,0,0,0,0.1
2841,284.0999999999961,-5.062099999999997,0.0,10,-1670,1,0,0,0,0.1
2842,284.1999999999961,-5.229099999999997,0.0,10,2108,1,0,0,0,0.1
2843,284.29999999999615,-5.018299999999997,0.0,10,-1799,1,0,0,0,0.1
2844,284.39999999999617,-5.198199999999997,0.0,10,1612,1,0,0,0,0.1
2845,284.4999999999962,-5.036999999999997,0.0,10,1099,1,0,0,0,0.1
2846,284.5999999999962,-4.927099999999998,0.0,10,2421,1,1,0,0,0.1
2847,284.69999999999624,-4.684999999999998,0.0,10,-710,1,0,0,0,0.1
2848,284.79999999999626,-4.755999999999998,0.0,10,-293,1,0,0,0,0.1
2849,284.8999999999963,-4.785299999999998,0.0,10,-2905,1,0,0,0,0.1
2850,284.9999999999963,-5.075799999999997,0.0,10,-844,1,0,0,0,0.1
2851,285.0999999999963,-5.160199999999997,0.0,10,1263,1,0,0,0,0.1
2852,285.19999999999635,-5.033899999999997,0.0,10,-246,1,0,0,0,0.1
2853,285.2999999999964,-5.058499999999998,0.0,10,-863,1,0,0,0,0.1
2854,285.3999999999964,-5.144799999999997,0.0,10,-654,1,0,0,0,0.1
2855,285.4999999999964,-5.210199999999998,0.0,10,2531,1,0,0,0,0.1
2856,285.59999999999644,-4.957099999999998,0.0,10,-1999,1,0,0,0,0.1
2857,285.69999999999646,-5.156999999999998,0.0,10,2688,1,0,0,0,0.1
2858,285.7999999999965,-4.8881999999999985,0.0,10,1636,1,0,0,0,0.1
2859,285.8999999999965,-4.724599999999999,0.0,10,-2713,1,0,0,0,0.1
2860,285.99999999999653,-4.995899999999999,0.0,10,2445,1,0,0,0,0.1
2861,286.09999999999656,-4.7513999999999985,0.0,10,1287,1,0,0,0,0.1
2862,286.1999999999966,-4.622699999999998,0.0,10,665,1,0,0,0,0.1
2863,286.2999999999966,-4.556199999999999,0.0,10,1268,1,0,0,0,0.1
2864,286.3999999999966,-4.4293999999999984,0.0,10,-1911,1,0,0,0,0.1
2865,286.49999999999665,-4.620499999999998,0.0,10,518,1,0,0,0,0.1
2866,286.59999999999667,-4.568699999999998,0.0,10,-1309,1,0,0,0,0.1
2867,286.6999999999967,-4.699599999999998,0.0,10,15,1,0,0,0,0.1
2868,286.7999999999967,-4.6980999999999975,0.0,10,2160,1,0,0,0,0.1
2869,286.89999999999674,-4.482099999999997,0.0,10,-1324,1,0,0,0,0.1
2870,286.99999999999676,-4.614499999999997,0.0,10,-2648,1,0,0,0,0.1
2871,287.0999999999968,-4.879299999999997,0.0,10,-41,1,0,0,0,0.1
2872,287.1999999999968,-4.883399999999997,0.0,10,-354,1,0,0,0,0.1
2873,287.2999999999968,-4.918799999999997,0.0,10,-225,1,0,0,0,0.1
2874,287.39999999999685,-4.941299999999997,0.0,10,-1525,1,0,0,0,0.1
2875,287.4999999999969,-5.093799999999997,0.0,10,-1441,1,0,0,0,0.1
2876,287.5999999999969,-5.237899999999997,0.0,10,-2455,1,0,0,0,0.1
2877,287.6999999999969,-5.483399999999997,0.0,10,-2525,1,0,0,0,0.1
2878,287.79999999999694,-5.735899999999997,0.0,10,221,1,0,0,0,0.1
2879,287.89999999999696,-5.713799999999997,0.0,10,179,1,0,0,0,0.1
2880,287.999999999997,-5.695899999999997,0.0,10,-2455,1,0,0,0,0.1
2881,288.099999999997,-5.941399999999997,0.0,10,779,1,0,0,0,0.1
2882,288.19999999999703,-5.8634999999999975,0.0,10,-422,1,0,0,0,0.1
2883,288.29999999999706,-5.905699999999998,0.0,10,1438,1,0,0,0,0.1
2884,288.3999999999971,-5.761899999999998,0.0,10,-1440,1,0,0,0,0.1
2885,288.4999999999971,-5.905899999999998,0.0,10,436,1,0,0,0,0.1
2886,288.5999999999971,-5.8622999999999985,0.0,10,-598,1,1,0,0,0.1
2887,288.69999999999715,-5.922099999999999,0.0,10,-1265,1,0,0,0,0.1
2888,288.79999999999717,-6.048599999999999,0.0,10,2064,1,0,0,0,0.1
2889,288.8999999999972,-5.842199999999998,0.0,10,1571,1,0,0,0,0.1
2890,288.9999999999972,-5.6850999999999985,0.0,10,538,1,0,0,0,0.1
2891,289.09999999999724,-5.631299999999999,0.0,10,2641,1,0,0,0,0.1
2892,289.19999999999726,-5.367199999999999,0.0,10,2386,1,0,0,0,0.1
2893,289.2999999999973,-5.128599999999999,0.0,10,1949,1,0,0,0,0.1
2894,289.3999999999973,-4.933699999999999,0.0,10,-39,1,0,0,0,0.1
2895,289.4999999999973,-4.937599999999999,0.0,10,-1743,1,0,0,0,0.1
2896,289.59999999999735,-5.111899999999999,0.0,10,1948,1,0,0,0,0.1
2897,289.6999999999974,-4.917099999999999,0.0,10,-2641,1,1,0,0,0.1
2898,289.7999999999974,-5.181199999999999,0.0,10,1160,1,0,0,0,0.1
2899,289.8999999999974,-5.065199999999999,0.0,10,-1144,1,0,0,0,0.1
2900,289.99999999999744,-5.179599999999999,0.0,10,-1436,1,0,0,0,0.1
2901,290.09999999999746,-5.323199999999999,0.0,10,2818,1,1,0,0,0.1
2902,290.1999999999975,-5.041399999999999,0.0,10,-2749,1,0,0,0,0.1
2903,290.2999999999975,-5.316299999999999,0.0,10,1403,1,0,0,0,0.1
2904,290.39999999999753,-5.175999999999999,0.0,10,-235,1,0,0,0,0.1
2905,290.49999999999756,-5.1995,0.0,10,-2421,1,0,0,0,0.1
2906,290.5999999999976,-5.441599999999999,0.0,10,742,1,0,0,0,0.1
2907,290.6999999999976,-5.367399999999999,0.0,10,-2624,1,0,0,0,0.1
